date_date,paid_source,campaign_key,campaign_name,cost,impression,click
2021-09-02,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,40.0,1419.0,364.0
2021-09-06,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,56.0,1823.0,531.0
2021-07-08,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,33.0,1652.0,290.0
2021-06-29,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,33.0,1769.0,349.0
2021-06-21,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,33.0,1989.0,345.0
2021-09-01,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,35.0,1394.0,328.0
2021-06-14,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,35.0,1373.0,375.0
2021-07-06,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,35.0,1743.0,340.0
2021-09-20,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,35.0,1465.0,349.0
2021-07-04,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,35.0,1938.0,404.0
2021-08-31,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,35.0,1360.0,366.0
2021-08-16,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,35.0,1379.0,394.0
2021-09-13,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,35.0,1551.0,377.0
2021-09-04,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,35.0,1146.0,329.0
2021-09-16,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,35.0,1278.0,326.0
2021-06-10,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,37.0,1130.0,313.0
2021-07-07,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,37.0,1724.0,350.0
2021-09-26,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,37.0,1465.0,371.0
2021-07-05,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,39.0,1929.0,378.0
2021-06-08,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,39.0,1268.0,383.0
2021-06-30,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,39.0,2204.0,436.0
2021-06-07,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,41.0,1375.0,400.0
2021-08-30,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,43.0,1563.0,424.0
2021-09-09,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,49.0,1674.0,487.0
