orders_id,shipping_fee,log_cost,ship_cost
839302,6.14,3.5,3
839301,6.54,3.5,3
839277,0,3.5,2
839275,0,3.5,3
839260,8.53,3.5,3
839225,3.47,3.5,2
839075,6.09,3.5,2
839059,5.75,3.5,3
839048,4.65,3.5,3
839029,5.75,3.5,2
839023,3.31,3.5,3
839014,0,3.5,3
838993,8.49,3.5,2
838969,6.55,3.5,3
838955,0,3.5,2
838937,6.29,3.5,4
838915,8.94,3.5,3
838904,3.7,3.5,3
838854,5.92,3.5,5
838843,6.55,3.5,2
838834,6.16,3.5,3
838828,9.38,3.5,3
838813,11.11,3.5,2
838766,5.75,3.5,4
838762,0,3.5,4
838755,0,3.5,2
838734,4.09,3.5,3
838728,4.09,3.5,3
838703,5.75,3.5,2
838689,0,3.5,2
838650,0,3.5,4
838576,3.55,3.5,5
838521,0,3.5,2
838515,0,3.5,3
838502,6.09,3.5,3
838480,5.74,3.5,5
838427,0.93,3.5,3
838396,5.79,3.5,4
838393,4.08,3.5,4
838375,8.95,3.5,2
838363,0,3.5,3
838358,6.06,3.5,3
838357,9.12,3.5,3
838354,0,3.5,3
838348,0,3.5,4
838297,0,3.5,2
838265,6.24,3.5,3
838244,5.75,3.5,2
838242,8.57,3.5,3
838233,6.24,3.5,4
838227,4.25,3.5,3
838222,4.17,3.5,3
838135,0,3.5,2
838126,6.54,3.5,2
838115,9.38,3.5,2
838072,5.88,3.5,3
838067,6.33,3.5,5
838052,0,3.5,2
838048,9.39,3.5,3
838040,0.94,3.5,2
838028,4.25,3.5,3
838022,9.38,3.5,2
838008,0,3.5,5
838004,5.75,3.5,2
837992,4.38,3.5,4
837942,5.91,3.5,3
837934,4.14,3.5,2
837932,4.64,3.5,4
837916,6.52,3.5,3
837907,8.25,3.5,4
837899,0.87,3.5,3
837853,6.42,3.5,2
837835,9.39,3.5,3
837828,0.86,3.5,3
837816,0,3.5,2
837801,4.09,3.5,2
837795,4.13,3.5,2
837790,9.39,3.5,2
837789,5.82,3.5,4
837746,0,3.5,3
837741,6.13,3.5,4
837732,0,3.5,3
837720,0,3.5,3
837709,9.38,3.5,4
837702,9.38,3.5,2
837629,4.08,3.5,2
837623,0,3.5,4
837608,4.64,3.5,4
837605,0,3.5,4
837560,5.94,3.5,3
837526,0,3.5,2
837483,6.02,3.5,2
837452,0,3.5,3
837396,0,3.5,3
837370,0.85,3.5,2
837348,4.64,3.5,3
837314,6.01,3.5,3
837297,0,3.5,4
837296,6.54,3.5,3
837287,6.54,3.5,3
837279,6.54,3.5,2
837257,8.25,3.5,2
837228,0,3.5,3
837223,6.54,3.5,3
837215,0,3.5,2
837154,0,3.5,3
837101,0.84,3.5,4
837048,12.12,3.5,3
837036,0.84,3.5,3
837026,3.25,3.5,3
837024,0,3.5,2
837023,8.95,3.5,3
837018,6.54,3.5,2
837003,0,3.5,3
836999,6.05,3.5,3
836936,5.74,3.5,2
836922,0,3.5,3
836920,0,3.5,3
836912,0,3.5,4
836865,0.9,3.5,5
836860,6.54,3.5,3
836859,0,3.5,4
836836,0.95,3.5,2
836774,9.38,3.5,2
836770,0,3.5,5
836758,6.11,3.5,2
836750,0,3.5,4
836718,0,3.5,3
836709,5.74,3.5,2
836681,0,3.5,5
836679,0,3.5,2
836674,4.22,3.5,2
836660,5.75,3.5,2
836643,5.75,3.5,4
836623,0.89,3.5,5
836617,8.24,3.5,4
836585,5.75,3.5,3
836582,0,3.5,2
836508,6.02,3.5,2
836507,6.38,3.5,4
836500,5.94,3.5,2
836492,0,3.5,2
836488,3.24,3.5,4
836463,4.08,3.5,2
836453,0,3.5,2
836408,5.95,3.5,4
836407,0.84,3.5,4
836392,5.74,3.5,2
836391,5.75,3.5,3
836381,9.39,3.5,3
836380,4.12,3.5,4
836359,0.86,3.5,3
836341,6,3.5,3
836329,6.47,3.5,2
836328,0.83,3.5,4
836284,0,3.5,3
836273,0.88,3.5,2
836266,18.48,3.5,5
836253,6.39,3.5,3
836230,0,3.5,3
836202,4.09,3.5,3
836199,8.58,3.5,3
836171,6.54,3.5,2
836159,5.75,3.5,2
836153,4.54,3.5,3
836152,6.54,3.5,2
836149,8.33,3.5,2
836139,0,3.5,2
836123,0,3.5,2
836112,5.75,3.5,3
836106,9.39,3.5,3
836075,3.25,3.5,3
836038,5.83,3.5,2
836022,0,3.5,3
835989,0,3.5,4
835970,6.37,3.5,2
835931,0,3.5,2
835913,0,3.5,3
835911,0.95,3.5,3
835906,8.25,3.5,3
835901,6,3.5,3
835898,4.19,3.5,3
835887,5.99,3.5,3
835862,4.91,3.5,3
835844,3.25,3.5,3
835820,4.08,3.5,3
835797,6.55,3.5,3
835793,0,3.5,3
835778,0,3.5,3
835776,4.08,3.5,2
835771,4.64,3.5,3
835766,5.94,3.5,2
835755,6.51,3.5,4
835747,0,3.5,3
835731,0.86,3.5,4
835726,6.28,3.5,3
835724,6.54,3.5,2
835711,0,3.5,4
835673,5.75,3.5,2
835634,6.12,3.5,4
835622,0,3.5,2
835598,0,3.5,4
835593,5.75,3.5,3
835588,5.89,3.5,2
835587,0,3.5,2
835580,6.29,3.5,3
835571,0,3.5,3
835531,5.74,3.5,3
835506,8.24,3.5,4
835484,8.54,3.5,3
835479,6.26,3.5,3
835476,0,3.5,4
835455,5.75,3.5,3
835451,0,3.5,5
835446,4.09,3.5,4
835429,0,3.5,2
835406,6.54,3.5,3
835403,6.53,3.5,4
835389,0.84,3.5,4
835382,0,3.5,4
835379,4.08,3.5,2
835358,0,3.5,3
835315,6.38,3.5,3
835311,0,3.5,2
835298,0,3.5,4
835254,5.74,3.5,2
835244,6.09,3.5,2
835192,0,3.5,2
835180,10.75,3.5,2
835156,0,3.5,2
835151,0.84,3.5,5
835108,5.75,3.5,2
835089,6.53,3.5,3
835085,0,3.5,2
835040,0,3.5,2
835021,0,3.5,4
835009,0,3.5,2
834985,5.74,3.5,3
834975,0,3.5,2
834935,8.25,3.5,2
834922,6.45,3.5,3
834892,5.75,3.5,2
834831,4.53,3.5,3
834795,8.84,3.5,3
834785,5.48,3.5,3
834772,0,3.5,3
834744,6.21,3.5,3
834730,0.89,3.5,3
834699,8.24,3.5,3
834696,4.64,3.5,4
834678,0,3.5,3
834654,5.75,3.5,3
834652,0,3.5,4
834650,5.75,3.5,5
834629,8.52,3.5,2
834593,6.54,3.5,2
834589,4.09,3.5,2
834578,0.84,3.5,3
834525,0,3.5,3
834518,0.95,3.5,2
834511,4.41,3.5,3
834490,8.64,3.5,2
834485,5.75,3.5,2
834439,0,3.5,2
834438,4.4,3.5,3
834418,0,3.5,2
834415,5.89,3.5,2
834404,6.28,3.5,2
834401,5.74,3.5,3
834400,8.24,3.5,3
834389,0,3.5,3
834360,4.55,3.5,3
834339,6.02,3.5,3
834319,8.8,3.5,4
834303,0,3.5,3
834273,0,3.5,4
834265,5.9,3.5,3
834242,4.08,3.5,5
834184,8.25,3.5,4
834167,0,3.5,2
834142,6.18,3.5,3
834126,6.29,3.5,2
834045,0,3.5,3
834030,6.42,3.5,3
834021,0,3.5,4
834011,5.76,3.5,2
833993,0,3.5,2
833971,0,3.5,2
833970,6.54,3.5,2
833954,0,3.5,2
833930,6.38,3.5,4
833918,5.74,3.5,4
833908,0.83,3.5,3
833903,3.24,3.5,2
833883,4.39,3.5,2
833881,4.65,3.5,4
833858,8.25,3.5,2
833796,0,3.5,4
833745,6.54,3.5,2
833744,0,3.5,3
833720,5.75,3.5,2
833703,8.25,3.5,2
833700,0.94,3.5,3
833699,9.39,3.5,3
833692,5.75,3.5,2
833675,5.99,3.5,4
833652,0,3.5,2
833650,6.54,3.5,2
833645,6.53,3.5,4
833631,0,3.5,4
833620,3.25,3.5,2
833596,4.64,3.5,2
833595,7.5,3.5,4
833569,10.75,3.5,2
833546,0,3.5,3
833531,4.09,3.5,4
833529,8.25,3.5,5
833518,4.65,3.5,3
833511,4.17,3.5,3
833481,5.76,3.5,5
833474,0,3.5,2
833470,0.83,3.5,5
833443,0.92,3.5,3
833416,0,3.5,3
833406,0,3.5,3
833394,3.25,3.5,4
833381,0.92,3.5,2
833380,0,3.5,2
833375,4.08,3.5,3
833357,0,3.5,3
833350,0,3.5,4
833341,5.75,3.5,3
833324,5.75,3.5,2
833294,0,3.5,2
833285,0.86,3.5,3
833242,0,3.5,3
833191,9.39,3.5,3
833172,5.75,3.5,4
833166,0.83,3.5,4
833164,6.06,3.5,2
833163,4.65,3.5,4
833144,0,3.5,2
833113,0,3.5,4
833112,5.75,3.5,3
833097,0,3.5,3
833073,0,3.5,3
833072,0,3.5,2
833043,0.95,3.5,2
833025,6.54,3.5,3
832979,4.08,3.5,3
832974,6.54,3.5,3
832968,8.25,3.5,3
832953,5.76,3.5,3
832935,3.69,3.5,2
832918,4.16,3.5,3
832916,5.75,3.5,2
832871,6.47,3.5,3
832870,0,3.5,3
832861,0,3.5,3
832858,4.08,3.5,4
832830,4.4,3.5,2
832800,4.18,3.5,3
832773,0.95,3.5,3
832766,5.75,3.5,3
832726,0.84,3.5,6
832724,4.4,3.5,3
832715,4.2,3.5,3
832693,6.55,3.5,2
832641,4.08,3.5,2
832633,0.88,3.5,4
832612,4.08,3.5,4
832599,0,3.5,2
832593,4.08,3.5,3
832572,0,3.5,2
832566,8.8,3.5,2
832565,6.54,3.5,2
832562,6.2,3.5,3
832550,3.25,3.5,3
832527,0,3.5,2
832516,5.74,3.5,2
832455,5.75,3.5,2
832445,9.39,3.5,2
832390,6,3.5,3
832382,0.9,3.5,3
832342,6.54,3.5,4
832324,0.91,3.5,4
832316,6.54,3.5,3
832286,6.54,3.5,2
832258,4.08,3.5,2
832257,0,3.5,6
832238,6.54,3.5,2
832223,9.38,3.5,4
832217,5.75,3.5,4
832213,4.14,3.5,2
832208,4.09,3.5,2
832203,0,3.5,2
832201,0,3.5,2
832199,0.83,3.5,3
832173,9.39,3.5,4
832172,5.99,3.5,2
832167,5.75,3.5,4
832157,10.75,3.5,4
832095,0,3.5,2
832073,6.35,3.5,3
832060,6.32,3.5,5
832025,4.08,3.5,3
831989,4.08,3.5,3
831946,6.08,3.5,3
831920,0,3.5,4
831895,6.21,3.5,4
831850,5.89,3.5,4
831833,4.13,3.5,3
831828,4.37,3.5,5
831824,0,3.5,2
831820,0,3.5,3
831814,0,3.5,2
831768,4.09,3.5,3
831711,6.35,3.5,2
831695,5.75,3.5,4
831678,6.55,3.5,3
831668,4.36,3.5,3
831665,4.54,3.5,3
831638,5.75,3.5,5
831577,5.78,3.5,3
831563,0,3.5,4
831553,9.38,3.5,2
831542,0,3.5,4
831540,0.86,3.5,3
831522,4.46,3.5,3
831516,6.54,3.5,3
831497,6.01,3.5,5
831469,4.09,3.5,3
831453,5.75,3.5,5
831361,3.24,3.5,4
831322,5.74,3.5,3
831314,9.38,3.5,2
831307,3.39,3.5,3
831285,5.82,3.5,3
831274,9.38,3.5,3
831261,0,3.5,3
831260,6.54,3.5,3
831258,0.95,3.5,2
831229,4.14,3.5,4
831188,4.08,3.5,4
831182,5.75,3.5,2
831129,5.76,3.5,2
831127,5.74,3.5,5
831100,4.09,3.5,2
831071,3.43,3.5,2
831070,4.08,3.5,2
831052,9.38,3.5,2
831046,3.48,3.5,2
831020,5.75,3.5,2
831017,4.15,3.5,2
831014,6.45,3.5,2
831004,6.07,3.5,3
830984,6.19,3.5,3
830960,5.75,3.5,2
830951,6.54,3.5,3
830895,6.54,3.5,2
830876,3.25,3.5,3
830865,3.25,3.5,3
830828,9.39,3.5,3
830821,6.56,3.5,3
830799,0.95,3.5,3
830787,4.99,3.5,5
830776,5.81,3.5,2
830774,0,3.5,2
830762,3.37,3.5,3
830733,6.55,3.5,3
830713,0,3.5,3
830686,0,3.5,4
830683,0,3.5,3
830682,4.09,3.5,2
830674,6.54,3.5,3
830672,0.83,3.5,2
830667,0,3.5,3
830659,0,3.5,2
830657,8.24,3.5,3
830612,0,3.5,2
830610,6.4,3.5,3
830608,0.83,3.5,6
830593,0.88,3.5,5
830576,5.75,3.5,2
830567,5.74,3.5,4
830554,0.83,3.5,2
830516,4.14,3.5,3
830467,9.38,3.5,2
830448,0.83,3.5,3
830441,8.26,3.5,4
830435,8.48,3.5,2
830404,0.89,3.5,5
830357,0.83,3.5,3
830356,8.41,3.5,3
830354,4.18,3.5,2
830336,5.75,3.5,3
830321,0,3.5,3
830292,9.38,3.5,2
830286,4.24,3.5,3
830267,0,3.5,3
830226,5.82,3.5,4
830180,5.75,3.5,2
830158,0.84,3.5,3
830128,0,3.5,3
830126,0.83,3.5,2
830098,0,3.5,2
830093,3.25,3.5,2
830061,0.94,3.5,4
830057,4.17,3.5,2
830051,6.14,3.5,3
830034,0,3.5,3
830027,4.08,3.5,2
830014,0,3.5,2
830002,6.32,3.5,3
829982,0.94,3.5,3
829966,4.46,3.5,3
829950,0,3.5,3
829937,4.07,3.5,3
829924,0,3.5,3
829840,4.08,3.5,2
829806,0,3.5,3
829800,6.54,3.5,4
829792,5.76,3.5,3
829780,3.26,3.5,2
829774,5.77,3.5,3
829754,8.24,3.5,2
829753,5.75,3.5,3
829752,4.35,3.5,4
829751,0.83,3.5,3
829748,0,3.5,3
829746,9.38,3.5,2
829714,8.76,3.5,2
829711,6.14,3.5,5
829608,0,3.5,4
829607,0,3.5,3
829584,6.75,3.5,4
829560,5.75,3.5,2
829553,5.83,3.5,2
829547,10.75,3.5,2
829539,5.84,3.5,3
829528,4.09,3.5,3
829477,6.33,3.5,3
829445,2.75,3.5,2
829442,6.46,3.5,5
829434,9.38,3.5,2
829421,0.87,3.5,5
829409,5.96,3.5,4
829371,0,3.5,4
829361,5.76,3.5,2
829339,3.65,3.5,4
829309,4.65,3.5,4
829282,5.75,3.5,5
829224,4.08,3.5,3
829212,5.75,3.5,4
829156,5.75,3.5,4
829147,0.84,3.5,4
829127,3.7,3.5,2
829081,6.02,3.5,3
829033,5.76,3.5,4
829000,6,3.5,2
828995,4.17,3.5,2
828980,5.74,3.5,2
828976,0,3.5,2
828963,12.32,3.5,2
828947,5.75,3.5,2
828910,3.65,3.5,2
828884,8.25,3.5,4
828869,9.39,3.5,3
828868,4.58,3.5,4
828864,6.54,3.5,3
828829,5.75,3.5,3
828775,4.24,3.5,3
828765,4.09,3.5,2
828711,5.74,3.5,3
828703,0.87,3.5,2
828699,3.27,3.5,4
828675,0,3.5,3
828648,6.33,3.5,3
828605,4.08,3.5,3
828592,4.08,3.5,2
828570,0.84,3.5,3
828550,4.45,3.5,4
828527,4.08,3.5,4
828486,4.59,3.5,4
828443,0,3.5,4
828431,9.38,3.5,2
828420,0,3.5,4
828407,4.08,3.5,4
828400,6.48,3.5,2
828384,0,3.5,3
828374,0,3.5,4
828354,5.74,3.5,3
828336,5.59,3.5,4
828319,6.47,3.5,4
828317,4.23,3.5,3
828263,4.07,3.5,3
828259,0,3.5,5
828200,4.09,3.5,2
828181,4.09,3.5,2
828155,4.14,3.5,3
828130,5.75,3.5,3
828125,5.76,3.5,3
828117,0,3.5,2
828106,0,3.5,3
828100,5.75,3.5,4
828076,0,3.5,2
828072,6.43,3.5,3
828068,4.26,3.5,4
828061,0,3.5,3
828058,6.07,3.5,2
828044,5.88,3.5,3
828040,5.75,3.5,3
827980,9.38,3.5,2
827968,0,3.5,4
827955,5.74,3.5,2
827951,0.89,3.5,3
827909,5.75,3.5,2
827908,3.51,3.5,4
827906,6.4,3.5,2
827898,0,3.5,5
827878,0,3.5,3
827866,4.65,3.5,5
827862,0,3.5,2
827816,4.09,3.5,2
827804,9.38,3.5,2
827783,5.74,3.5,2
827775,0,3.5,3
827774,4.08,3.5,3
827749,6.45,3.5,5
827640,5.96,3.5,3
827639,0.95,3.5,3
827629,3.7,3.5,3
827599,0,3.5,3
827591,0,3.5,2
827559,0,3.5,3
827531,0,3.5,3
827519,4.08,3.5,4
827504,3.7,3.5,5
827501,9.19,3.5,3
827487,0,3.5,3
827470,0,3.5,3
827461,4.65,3.5,2
827458,0,3.5,4
827445,5.75,3.5,5
827438,4.17,3.5,4
827437,6.02,3.5,3
827391,8.25,3.5,2
827352,8.96,3.5,3
827340,6.13,3.5,3
827335,6.01,3.5,3
827312,5.75,3.5,4
827302,0.83,3.5,3
827244,6.54,3.5,2
827233,5.74,3.5,4
827227,5.76,3.5,3
827223,0,3.5,3
827217,5.89,3.5,3
827210,3.68,3.5,3
827195,3.31,3.5,3
827192,0,3.5,3
827180,0,3.5,3
827177,5.75,3.5,2
827162,4.64,3.5,3
827160,5.75,3.5,3
827155,5.75,3.5,2
827112,5.9,3.5,2
827076,3.25,3.5,2
827062,6.13,3.5,2
827039,0.94,3.5,2
827036,9.38,3.5,3
827033,4.13,3.5,3
827008,5.91,3.5,4
826998,9.38,3.5,3
826996,6.02,3.5,3
826992,6.53,3.5,5
826978,4.65,3.5,2
826966,8.26,3.5,2
826962,5.99,3.5,4
826898,5.75,3.5,3
826895,6.29,3.5,2
826889,5.94,3.5,3
826875,4.4,3.5,2
826817,4.09,3.5,3
826790,12.23,3.5,3
826783,0.85,3.5,5
826759,9.09,3.5,2
826722,0,3.5,3
826715,6.13,3.5,2
826711,6.38,3.5,3
826678,9.38,3.5,3
826651,3.33,3.5,2
826639,0,3.5,2
826632,8.57,3.5,4
826627,5.97,3.5,3
826609,8.25,3.5,5
826596,4.52,3.5,3
826589,6.55,3.5,2
826573,3.6,3.5,5
826562,0.95,3.5,4
826535,5.74,3.5,3
826492,0,3.5,4
826476,5.75,3.5,2
826452,0.9,3.5,3
826387,5.75,3.5,3
826361,4.54,3.5,4
826347,0,3.5,2
826308,8.87,3.5,2
826287,6.53,3.5,3
826280,6.15,3.5,2
826229,6.54,3.5,2
826218,0.95,3.5,4
826214,6.54,3.5,2
826198,5.75,3.5,2
826194,9.38,3.5,3
826135,6.16,3.5,3
826130,6.54,3.5,3
826129,12.23,3.5,3
826039,0,3.5,3
826012,3.7,3.5,2
825979,5.97,3.5,4
825886,5.75,3.5,3
825865,4.11,3.5,3
825861,4.08,3.5,3
825845,0.93,3.5,5
825835,0.83,3.5,5
825827,4.08,3.5,5
825804,8.25,3.5,3
825756,6.53,3.5,3
825752,0,3.5,2
825740,5.78,3.5,3
825737,0.88,3.5,3
825733,8.65,3.5,3
825717,6.54,3.5,3
825686,3.25,3.5,3
825675,3.26,3.5,3
825620,3.25,3.5,3
825618,12.32,3.5,3
825596,4.08,3.5,2
825527,0,3.5,4
825526,5.76,3.5,2
825525,8.48,3.5,3
825524,5.9,3.5,4
825515,6.02,3.5,4
825510,0,3.5,3
825506,3.31,3.5,3
825480,6.54,3.5,4
825477,5.75,3.5,3
825454,0,3.5,2
825414,0,3.5,2
825410,0.95,3.5,3
825408,0,3.5,3
1002504,0.95,3.65,2
1002503,0,3.65,4
1002494,0,3.65,3
1002439,3.35,3.65,4
1002428,0.83,3.65,3
1002426,0,3.65,3
1002411,5.75,3.65,2
1002357,3.63,3.65,2
1002353,0.95,3.65,2
1002285,0,3.65,3
1002271,5.75,3.65,3
1002240,0.84,3.65,4
1002233,6.54,3.65,2
1002224,6.54,3.65,2
1002200,0,3.65,3
1002187,0,3.65,4
1002156,0,3.65,4
1002143,0,3.65,3
1002116,3.31,3.65,3
1002083,0,3.65,2
1002076,0,3.65,3
1002074,6.55,3.65,3
1001976,0,3.65,3
1001954,0,3.65,3
1001898,3.25,3.65,3
1001885,0,3.65,3
1001874,3.7,3.65,3
1001838,3.29,3.65,4
1001830,0,3.65,2
1001807,3.25,3.65,3
1001796,6.21,3.65,3
1001772,5.75,3.65,3
1001727,0,3.65,3
1001720,3.7,3.65,3
1001718,3.25,3.65,3
1001696,0,3.65,2
1001689,10.33,3.65,4
1001678,5.89,3.65,2
1001668,3.7,3.65,2
1001656,0.95,3.65,2
1001655,0,3.65,3
1001631,0,3.65,3
1001630,0,3.65,2
1001617,3.7,3.65,3
1001612,5.75,3.65,2
1001601,0.94,3.65,3
1001595,0,3.65,4
1001569,0,3.65,3
1001562,0,3.65,2
1001526,0.95,3.65,2
1001492,0.84,3.65,2
1001486,0,3.65,3
1001471,0,3.65,5
1001460,3.25,3.65,3
1001448,0,3.65,4
1001445,6.55,3.65,4
1001432,6.54,3.65,2
1001423,3.7,3.65,2
1001417,9.38,3.65,2
1001414,3.25,3.65,2
1001387,5.75,3.65,2
1001386,3.25,3.65,3
1001380,3.25,3.65,3
1001378,6.54,3.65,2
1001373,5.75,3.65,2
1001369,6.34,3.65,2
1001276,3.25,3.65,3
1001256,6.54,3.65,2
1001253,3.45,3.65,3
1001214,0,3.65,4
1001205,5.75,3.65,2
1001200,6.54,3.65,3
1001167,5.75,3.65,2
1001148,3.35,3.65,3
1001143,8.4,3.65,2
1001134,0,3.65,3
1001131,0.95,3.65,2
1001123,0.83,3.65,3
1001079,0.83,3.65,4
1001067,12.23,3.65,2
1001054,0.94,3.65,4
1001053,3.25,3.65,3
1001014,0,3.65,3
1001010,0,3.65,2
1001001,3.26,3.65,3
1000988,0.95,3.65,4
1000978,0,3.65,2
1000966,0,3.65,4
1000944,5.75,3.65,2
1000909,9.38,3.65,2
1000906,0.95,3.65,3
1000893,0,3.65,4
1000874,3.25,3.65,4
1000869,0,3.65,4
1000837,3.25,3.65,3
1000793,0.95,3.65,2
1000769,0,3.65,4
1000765,0,3.65,4
1000755,0.83,3.65,3
1000754,9.38,3.65,3
1000753,0,3.65,3
1000738,5.75,3.65,2
1000713,6.08,3.65,3
1000710,6.08,3.65,3
1000709,3.25,3.65,2
1000707,0.83,3.65,3
1000693,6.47,3.65,3
1000685,6.36,3.65,3
1000636,0,3.65,2
1000630,3.33,3.65,3
1000624,0,3.65,2
1000620,13.14,3.65,3
1000617,9.38,3.65,4
1000616,0,3.65,3
1000607,0.83,3.65,3
1000590,9.38,3.65,2
1000562,0.83,3.65,3
1000555,6.08,3.65,3
1000545,3.26,3.65,3
1000504,3.53,3.65,2
1000496,3.25,3.65,3
1000491,3.25,3.65,2
1000404,0.93,3.65,3
1000399,6.55,3.65,3
1000398,9.38,3.65,2
1000373,5.75,3.65,4
1000368,0,3.65,2
1000359,0,3.65,2
1000329,0,3.65,2
1000311,0.84,3.65,3
1000290,0.83,3.65,2
1000245,0.83,3.65,3
1000234,3.55,3.65,4
1000226,0,3.65,3
1000225,0,3.65,2
1000222,3.41,3.65,4
1000213,0,3.65,2
1000108,0,3.65,2
1000103,5.74,3.65,2
1000084,0.83,3.65,3
1000083,5.75,3.65,3
1000075,0,3.65,2
1000057,0,3.65,3
1000051,0,3.65,4
1000030,0.95,3.65,2
1000009,0,3.65,3
999992,0,3.65,2
999946,0,3.65,3
999935,6.54,3.65,2
999914,0,3.65,2
999909,3.25,3.65,3
999862,0,3.65,3
999851,0,3.65,3
999849,0,3.65,3
999842,0,3.65,6
999831,3.7,3.65,2
999804,0,3.65,3
999772,0,3.65,3
999770,0,3.65,4
999767,3.27,3.65,3
999723,0,3.65,4
999669,0,3.65,4
999664,0.83,3.65,3
999635,5.75,3.65,2
999610,0,3.65,2
999591,3.33,3.65,4
999584,0,3.65,3
999582,0,3.65,3
999536,3.7,3.65,5
999510,3.25,3.65,2
999484,0,3.65,5
999481,0,3.65,3
999443,0,3.65,2
999425,6.15,3.65,4
999411,6.54,3.65,3
999408,0.83,3.65,4
999384,0,3.65,2
999375,0,3.65,3
999359,0,3.65,3
999356,0,3.65,2
999353,3.34,3.65,2
999340,0,3.65,5
999338,0,3.65,2
999334,12.23,3.65,3
999331,0.83,3.65,4
999319,6.47,3.65,2
999305,6.53,3.65,3
999303,3.7,3.65,2
999295,0,3.65,3
999269,0,3.65,3
999249,0,3.65,2
999246,0,3.65,3
999245,6.55,3.65,2
999207,5.75,3.65,4
999201,0,3.65,3
999187,0,3.65,3
999160,0,3.65,4
999136,8.26,3.65,2
999121,5.8,3.65,2
999090,0,3.65,4
999079,0,3.65,2
999025,5.75,3.65,3
999006,9.4,3.65,3
998999,0,3.65,4
998970,0.95,3.65,3
998963,6.03,3.65,3
998961,8.24,3.65,3
998944,0,3.65,3
998939,9.38,3.65,3
998887,9.38,3.65,2
998859,0,3.65,3
998844,0,3.65,3
998815,0,3.65,4
998806,5.74,3.65,2
998804,6.55,3.65,4
998801,3.24,3.65,3
998772,3.33,3.65,4
998768,3.29,3.65,3
998762,0,3.65,3
998752,0,3.65,3
998749,0,3.65,3
998697,0,3.65,2
998668,0,3.65,4
998666,0,3.65,2
998580,5.74,3.65,4
998573,3.7,3.65,2
998567,0,3.65,2
998536,0,3.65,3
998519,0.83,3.65,3
998516,6.54,3.65,2
998489,0,3.65,3
998485,0.95,3.65,2
998466,0,3.65,4
998456,0,3.65,3
998436,0,3.65,3
998407,3.5,3.65,4
998361,5.74,3.65,2
998349,6.54,3.65,2
998318,0,3.65,2
998316,3.24,3.65,3
998305,5.75,3.65,4
998292,5.35,3.65,4
998285,6.54,3.65,3
998265,3.25,3.65,3
998264,3.55,3.65,4
998255,9.38,3.65,2
998254,3.42,3.65,3
998243,3.51,3.65,3
998215,0,3.65,4
998214,5.75,3.65,2
998205,6.54,3.65,2
998173,5.8,3.65,3
998110,3.42,3.65,2
998030,6.53,3.65,3
998017,3.7,3.65,2
998014,0,3.65,4
997997,3.27,3.65,3
997954,3.25,3.65,4
997952,3.25,3.65,2
997909,0,3.65,5
997844,6.54,3.65,4
997826,3.25,3.65,2
997822,0,3.65,5
997808,0,3.65,2
997790,3.63,3.65,3
997786,6.09,3.65,3
997779,0,3.65,2
997778,0.83,3.65,3
997774,0,3.65,2
997749,0.84,3.65,3
997727,0.83,3.65,3
997706,0,3.65,3
997674,0,3.65,3
997662,0,3.65,2
997647,7.36,3.65,3
997641,0,3.65,2
997627,6.56,3.65,2
997609,0,3.65,5
997605,0,3.65,2
997599,5.75,3.65,3
997562,0,3.65,2
997534,0,3.65,2
997527,0,3.65,3
997525,9.38,3.65,3
997491,0,3.65,4
997480,0,3.65,2
997454,0,3.65,4
997453,0,3.65,3
997434,0,3.65,3
997407,0,3.65,4
997404,6.54,3.65,2
997396,0,3.65,2
997390,0.95,3.65,3
997380,6.32,3.65,4
997332,0,3.65,2
997304,0.83,3.65,3
997295,0,3.65,5
997270,6.04,3.65,4
997267,3.25,3.65,2
997264,0,3.65,5
997207,3.35,3.65,2
997201,0,3.65,4
997192,0,3.65,3
997186,0,3.65,3
997177,0,3.65,2
997170,0,3.65,2
997116,3.32,3.65,3
997075,0,3.65,3
997065,0,3.65,2
997063,0.88,3.65,4
997041,0.84,3.65,4
996959,5.75,3.65,2
996950,0,3.65,2
996931,0,3.65,2
996900,3.42,3.65,2
996844,0.88,3.65,4
996766,0,3.65,4
996765,0,3.65,2
996764,6.26,3.65,3
996751,0,3.65,3
996746,0,3.65,3
996739,0.83,3.65,2
996720,0,3.65,2
996717,0,3.65,3
996716,0,3.65,3
996708,0,3.65,3
996688,0,3.65,3
996650,0,3.65,4
996606,0,3.65,3
996593,0,3.65,3
996592,0.84,3.65,5
996586,0,3.65,3
996552,0,3.65,3
996499,0.83,3.65,3
996498,3.7,3.65,2
996488,3.49,3.65,3
996477,8.72,3.65,2
996450,0,3.65,4
996397,5.75,3.65,3
996389,0,3.65,3
996379,6.54,3.65,2
996358,9.39,3.65,4
996355,0,3.65,2
996337,6.54,3.65,2
996323,5.74,3.65,2
996309,6.54,3.65,3
996292,6.54,3.65,3
996272,0,3.65,2
996251,0.45,3.65,2
996249,9.38,3.65,4
996238,0,3.65,2
996122,9.38,3.65,3
996117,5.75,3.65,2
996113,0,3.65,4
996104,3.25,3.65,6
996101,3.25,3.65,3
996092,3.25,3.65,2
996065,0,3.65,2
996064,0,3.65,3
996016,0,3.65,5
996011,3.24,3.65,2
995995,0,3.65,4
995954,0,3.65,3
995942,0,3.65,3
995933,8.86,3.65,3
995836,0.94,3.65,3
